Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																																																
Республики Беларусь, за период с 29.03.1995 по 31.12.1995																																																
																																																
Дата	1 австралийский доллар (AUD)	1 австрийский шиллинг (ATS)	1 азербайджанский манат (AZM)	1 армянский драм (AMD)	1 болгарский лев (BGL)	1 венгерский форинт (HUF)	1 грузинский лари (GEL)	1 датская крона (DKK)	1 доллар США (USD)	1 ирландский фунт (IEP)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 немецкая марка (DEM)	1 нидерландский гульден (NLG)	1 норвежская крона (NOK)	1 польский злотый (PLZ)	1 российский рубль (RUR)	1 румынский лей (ROL)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 словацкая крона (SKK)	1 таджикский рубль (TJR)	1 туркменский манат (TMM)	1 узбекский сум (UZS)	1 финляндская марка (FIM)	1 французский франк (FRF)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 Экю (XEU)	1 эстонская крона (EEK)	10 бельгийских франков (BEF)	10 греческих драхм (GRD)	10 грузинских купонов (GEK)	10 иен (JPY)	10 испанских песет (ESP)	10 ливанских фунтов (LBP)	10 португальских эскудо (PTE)	10 турецких лир (TRL)	10 украинских карбованцев (UAK)	100 итальянских лир (ITL)
11.05.1995	 8 472,08 	 1 188,38 	 1,50 	 15,00 			 0,00 	 2 127,27 	 11 500,00 	 18 849,37 	 182,74 	 150,00 	 8 439,13 	 39 275,96 	 1 055,00 	 22 725,00 	 2 875,00 	 2 545,00 	 8 357,56 	 7 465,59 	 1 855,32 		 2,20 		 18 227,35 	 8 273,38 		 0,01 	 150,00 	 45,00 	 2 716,62 	 2 351,35 	 18 590,37 		 1 586,69 	 10 114,34 	 15 304,76 	 1 047,40 	 4 054,72 	 512,43 		 1 373,46 	 939,01 	 70,55 	 789,35 	 2,70 	 0,86 	 691,11 
12.05.1995	 8 392,94 	 1 169,89 	 1,50 	 15,00 			 0,00 	 2 101,22 	 11 500,00 	 18 656,72 	 182,95 	 150,00 	 8 497,75 	 39 128,96 	 1 055,00 	 22 725,00 	 2 875,00 	 2 545,00 	 8 227,80 	 7 345,43 	 1 835,01 		 2,20 		 18 207,44 	 8 239,59 		 0,01 	 150,00 	 45,00 	 2 685,79 	 2 348,14 	 18 138,80 		 1 599,29 	 9 924,06 	 15 171,50 	 1 036,22 	 4 001,39 	 507,59 		 1 366,12 	 947,67 	 70,64 	 780,67 	 2,70 	 0,83 	 704,98 
13.05.1995	 8 392,94 	 1 169,89 	 1,50 	 15,00 			 0,00 	 2 101,22 	 11 500,00 	 18 656,72 	 182,95 	 150,00 	 8 497,75 	 39 128,96 	 1 055,00 	 22 725,00 	 2 875,00 	 2 545,00 	 8 227,80 	 7 345,43 	 1 835,01 		 2,20 		 18 207,44 	 8 239,59 		 0,01 	 150,00 	 45,00 	 2 685,79 	 2 348,14 	 18 138,80 		 1 599,29 	 9 924,06 	 15 171,50 	 1 036,22 	 4 001,39 	 507,59 		 1 366,12 	 947,67 	 70,64 	 780,67 	 2,70 	 0,83 	 704,98 
14.05.1995	 8 392,94 	 1 169,89 	 1,50 	 15,00 			 0,00 	 2 101,22 	 11 500,00 	 18 656,72 	 182,95 	 150,00 	 8 497,75 	 39 128,96 	 1 055,00 	 22 725,00 	 2 875,00 	 2 545,00 	 8 227,80 	 7 345,43 	 1 835,01 		 2,20 		 18 207,44 	 8 239,59 		 0,01 	 150,00 	 45,00 	 2 685,79 	 2 348,14 	 18 138,80 		 1 599,29 	 9 924,06 	 15 171,50 	 1 036,22 	 4 001,39 	 507,59 		 1 366,12 	 947,67 	 70,64 	 780,67 	 2,70 	 0,83 	 704,98 
15.05.1995	 8 392,94 	 1 169,89 	 1,50 	 15,00 			 0,00 	 2 101,22 	 11 500,00 	 18 656,72 	 182,95 	 150,00 	 8 497,75 	 39 128,96 	 1 055,00 	 22 725,00 	 2 875,00 	 2 545,00 	 8 227,80 	 7 345,43 	 1 835,01 		 2,20 		 18 207,44 	 8 239,59 		 0,01 	 150,00 	 45,00 	 2 685,79 	 2 348,14 	 18 138,80 		 1 599,29 	 9 924,06 	 15 171,50 	 1 036,22 	 4 001,39 	 507,59 		 1 366,12 	 947,67 	 70,64 	 780,67 	 2,70 	 0,83 	 704,98 
16.05.1995	 8 392,94 	 1 169,89 	 1,50 	 15,00 			 0,00 	 2 101,22 	 11 500,00 	 18 656,72 	 182,95 	 150,00 	 8 497,75 	 39 128,96 	 1 055,00 	 22 725,00 	 2 875,00 	 2 545,00 	 8 227,80 	 7 345,43 	 1 835,01 		 2,20 		 18 207,44 	 8 239,59 		 0,01 	 150,00 	 45,00 	 2 685,79 	 2 348,14 	 18 138,80 		 1 599,29 	 9 924,06 	 15 171,50 	 1 036,22 	 4 001,39 	 507,59 		 1 366,12 	 947,67 	 70,64 	 780,67 	 2,70 	 0,83 	 704,98 
17.05.1995	 8 406,43 	 1 135,97 	 1,50 	 15,00 			 0,00 	 2 047,32 	 11 500,00 	 18 470,93 	 177,30 	 150,00 	 8 441,61 	 38 655,46 	 1 055,00 	 22 415,00 	 2 875,00 	 2 535,00 	 7 989,44 	 7 136,21 	 1 797,58 		 2,20 		 17 916,96 	 8 198,47 		 0,01 	 150,00 	 45,00 	 2 612,45 	 2 273,04 	 18 002,50 		 1 566,27 	 9 575,35 	 14 819,59 	 994,64 	 3 884,87 	 495,60 		 1 327,18 	 924,07 	 70,64 	 762,60 	 2,62 	 0,87 	 702,29 
18.05.1995	 8 406,43 	 1 135,97 	 1,50 	 15,00 			 0,00 	 2 047,32 	 11 500,00 	 18 470,93 	 177,30 	 150,00 	 8 441,61 	 38 655,46 	 1 055,00 	 22 415,00 	 2 875,00 	 2 535,00 	 7 989,44 	 7 136,21 	 1 797,58 		 2,20 		 17 916,96 	 8 198,47 		 0,01 	 150,00 	 45,00 	 2 612,45 	 2 273,04 	 18 002,50 		 1 566,27 	 9 575,35 	 14 819,59 	 994,64 	 3 884,87 	 495,60 		 1 327,18 	 924,07 	 70,64 	 762,60 	 2,62 	 0,87 	 702,29 
19.05.1995	 8 394,77 	 1 130,28 	 1,50 	 15,00 			 0,00 	 2 031,05 	 11 500,00 	 18 397,06 	 177,77 	 150,00 	 8 483,95 	 38 545,33 	 1 050,00 	 22 415,00 	 2 875,00 	 2 535,00 	 7 944,73 	 7 103,15 	 1 788,63 		 2,23 		 17 684,69 	 8 211,35 		 0,01 	 150,00 	 45,00 	 2 600,57 	 2 248,29 	 18 033,56 		 1 558,71 	 9 514,35 	 14 692,73 	 1 002,27 	 3 861,65 	 493,67 		 1 320,32 	 916,48 	 70,68 	 758,33 	 2,61 	 0,86 	 694,86 
20.05.1995	 8 394,77 	 1 130,28 	 1,50 	 15,00 			 0,00 	 2 031,05 	 11 500,00 	 18 397,06 	 177,77 	 150,00 	 8 483,95 	 38 545,33 	 1 050,00 	 22 415,00 	 2 875,00 	 2 535,00 	 7 944,73 	 7 103,15 	 1 788,63 		 2,23 		 17 684,69 	 8 211,35 		 0,01 	 150,00 	 45,00 	 2 600,57 	 2 248,29 	 18 033,56 		 1 558,71 	 9 514,35 	 14 692,73 	 1 002,27 	 3 861,65 	 493,67 		 1 320,32 	 916,48 	 70,68 	 758,33 	 2,61 	 0,86 	 694,86 
21.05.1995	 8 394,77 	 1 130,28 	 1,50 	 15,00 			 0,00 	 2 031,05 	 11 500,00 	 18 397,06 	 177,77 	 150,00 	 8 483,95 	 38 545,33 	 1 050,00 	 22 415,00 	 2 875,00 	 2 535,00 	 7 944,73 	 7 103,15 	 1 788,63 		 2,23 		 17 684,69 	 8 211,35 		 0,01 	 150,00 	 45,00 	 2 600,57 	 2 248,29 	 18 033,56 		 1 558,71 	 9 514,35 	 14 692,73 	 1 002,27 	 3 861,65 	 493,67 		 1 320,32 	 916,48 	 70,68 	 758,33 	 2,61 	 0,86 	 694,86 
22.05.1995	 8 394,77 	 1 130,28 	 1,50 	 15,00 			 0,00 	 2 031,05 	 11 500,00 	 18 397,06 	 177,77 	 150,00 	 8 483,95 	 38 545,33 	 1 050,00 	 22 415,00 	 2 875,00 	 2 535,00 	 7 944,73 	 7 103,15 	 1 788,63 		 2,23 		 17 684,69 	 8 211,35 		 0,01 	 150,00 	 45,00 	 2 600,57 	 2 248,29 	 18 033,56 		 1 558,71 	 9 514,35 	 14 692,73 	 1 002,27 	 3 861,65 	 493,67 		 1 320,32 	 916,48 	 70,68 	 758,33 	 2,61 	 0,86 	 694,86 
23.05.1995	 8 394,77 	 1 130,28 	 1,50 	 15,00 			 0,00 	 2 031,05 	 11 500,00 	 18 397,06 	 177,77 	 150,00 	 8 483,95 	 38 545,33 	 1 050,00 	 22 415,00 	 2 875,00 	 2 535,00 	 7 944,73 	 7 103,15 	 1 788,63 		 2,23 		 17 684,69 	 8 211,35 		 0,01 	 150,00 	 45,00 	 2 600,57 	 2 248,29 	 18 033,56 		 1 558,71 	 9 514,35 	 14 692,73 	 1 002,27 	 3 861,65 	 493,67 		 1 320,32 	 916,48 	 70,68 	 758,33 	 2,61 	 0,86 	 694,86 
24.05.1995	 8 271,00 	 1 136,93 	 1,50 	 15,00 			 0,00 	 2 045,54 	 11 500,00 	 18 447,22 	 176,52 	 150,00 	 8 409,51 	 38 551,79 	 1 050,00 	 22 070,00 	 2 875,00 	 2 520,00 	 7 997,22 	 7 142,86 	 1 794,63 		 2,23 		 17 714,66 	 8 261,49 		 0,01 	 150,00 	 45,00 	 2 614,23 	 2 255,34 	 18 113,09 		 1 556,16 	 9 607,35 	 14 766,31 	 997,83 	 3 887,76 	 495,16 		 1 317,30 	 913,79 	 70,73 	 761,09 	 2,61 	 0,83 	 679,27 
25.05.1995	 8 271,00 	 1 136,93 	 1,50 	 15,00 			 0,00 	 2 045,54 	 11 500,00 	 18 447,22 	 176,52 	 150,00 	 8 409,51 	 38 551,79 	 1 050,00 	 22 070,00 	 2 875,00 	 2 520,00 	 7 997,22 	 7 142,86 	 1 794,63 		 2,23 		 17 714,66 	 8 261,49 		 0,01 	 150,00 	 45,00 	 2 614,23 	 2 255,34 	 18 113,09 		 1 556,16 	 9 607,35 	 14 766,31 	 997,83 	 3 887,76 	 495,16 		 1 317,30 	 913,79 	 70,73 	 761,09 	 2,61 	 0,83 	 679,27 
26.05.1995	 8 249,05 	 1 137,09 	 1,50 	 15,00 			 0,00 	 2 054,86 	 11 500,00 	 18 485,77 	 176,30 	 150,00 	 8 430,47 	 38 642,47 	 1 050,00 	 22 070,00 	 2 875,00 	 2 520,00 	 8 047,59 	 7 178,53 	 1 809,54 		 2,23 		 17 631,55 	 8 262,68 		 0,01 	 150,00 	 45,00 	 2 627,31 	 2 259,11 	 18 178,94 		 1 569,49 	 9 687,47 	 14 811,95 	 1 005,07 	 3 910,23 	 496,65 		 1 335,19 	 923,69 	 70,75 	 765,39 	 2,62 	 0,81 	 692,56 
27.05.1995	 8 249,05 	 1 137,09 	 1,50 	 15,00 			 0,00 	 2 054,86 	 11 500,00 	 18 485,77 	 176,30 	 150,00 	 8 430,47 	 38 642,47 	 1 050,00 	 22 070,00 	 2 875,00 	 2 520,00 	 8 047,59 	 7 178,53 	 1 809,54 		 2,23 		 17 631,55 	 8 262,68 		 0,01 	 150,00 	 45,00 	 2 627,31 	 2 259,11 	 18 178,94 		 1 569,49 	 9 687,47 	 14 811,95 	 1 005,07 	 3 910,23 	 496,65 		 1 335,19 	 923,69 	 70,75 	 765,39 	 2,62 	 0,81 	 692,56 
28.05.1995	 8 249,05 	 1 137,09 	 1,50 	 15,00 			 0,00 	 2 054,86 	 11 500,00 	 18 485,77 	 176,30 	 150,00 	 8 430,47 	 38 642,47 	 1 050,00 	 22 070,00 	 2 875,00 	 2 520,00 	 8 047,59 	 7 178,53 	 1 809,54 		 2,23 		 17 631,55 	 8 262,68 		 0,01 	 150,00 	 45,00 	 2 627,31 	 2 259,11 	 18 178,94 		 1 569,49 	 9 687,47 	 14 811,95 	 1 005,07 	 3 910,23 	 496,65 		 1 335,19 	 923,69 	 70,75 	 765,39 	 2,62 	 0,81 	 692,56 
29.05.1995	 8 249,05 	 1 137,09 	 1,50 	 15,00 			 0,00 	 2 054,86 	 11 500,00 	 18 485,77 	 176,30 	 150,00 	 8 430,47 	 38 642,47 	 1 050,00 	 22 070,00 	 2 875,00 	 2 520,00 	 8 047,59 	 7 178,53 	 1 809,54 		 2,23 		 17 631,55 	 8 262,68 		 0,01 	 150,00 	 45,00 	 2 627,31 	 2 259,11 	 18 178,94 		 1 569,49 	 9 687,47 	 14 811,95 	 1 005,07 	 3 910,23 	 496,65 		 1 335,19 	 923,69 	 70,75 	 765,39 	 2,62 	 0,81 	 692,56 
30.05.1995	 8 249,05 	 1 137,09 	 1,50 	 15,00 			 0,00 	 2 054,86 	 11 500,00 	 18 485,77 	 176,30 	 150,00 	 8 430,47 	 38 642,47 	 1 050,00 	 22 070,00 	 2 875,00 	 2 520,00 	 8 047,59 	 7 178,53 	 1 809,54 		 2,23 		 17 631,55 	 8 262,68 		 0,01 	 150,00 	 45,00 	 2 627,31 	 2 259,11 	 18 178,94 		 1 569,49 	 9 687,47 	 14 811,95 	 1 005,07 	 3 910,23 	 496,65 		 1 335,19 	 923,69 	 70,75 	 765,39 	 2,62 	 0,81 	 692,56 
31.05.1995	 8 296,06 	 1 176,47 	 1,50 	 15,00 			 0,00 	 2 114,67 	 11 500,00 	 18 843,19 	 173,74 	 150,00 	 8 401,52 	 38 798,92 	 1 050,00 	 22 070,00 	 2 875,00 	 2 520,00 	 8 273,38 	 7 388,37 	 1 854,99 		 2,25 		 17 743,90 	 8 264,46 		 0,01 	 150,00 	 45,00 	 2 683,84 	 2 345,60 	 18 367,67 		 1 579,34 	 10 034,90 	 15 225,74 	 1 037,72 	 4 023,79 	 493,01 		 1 378,90 	 948,69 	 70,77 	 784,34 	 2,72 	 0,80 	 701,11 
01.06.1995	 8 296,06 	 1 176,47 	 1,50 	 15,00 			 0,00 	 2 114,67 	 11 500,00 	 18 843,19 	 173,74 	 150,00 	 8 401,52 	 38 798,92 	 1 050,00 	 22 070,00 	 2 875,00 	 2 520,00 	 8 273,38 	 7 388,37 	 1 854,99 		 2,25 		 17 743,90 	 8 264,46 		 0,01 	 150,00 	 45,00 	 2 683,84 	 2 345,60 	 18 367,67 		 1 579,34 	 10 034,90 	 15 225,74 	 1 037,72 	 4 023,79 	 493,01 		 1 378,90 	 948,69 	 70,77 	 784,34 	 2,72 	 0,80 	 701,11 
02.06.1995	 8 239,59 	 1 143,08 	 1,50 	 15,00 			 0,00 	 2 062,34 	 11 500,00 	 18 587,36 	 182,16 	 150,00 	 8 372,77 	 38 442,25 	 1 050,00 	 22 070,00 	 2 875,00 	 2 510,00 	 8 040,27 	 7 183,01 	 1 809,09 		 2,25 		 17 743,90 	 8 255,56 		 0,01 	 150,00 	 45,00 	 2 630,44 	 2 291,61 	 18 227,93 		 1 558,01 	 9 740,81 	 14 921,50 	 1 037,72 	 3 925,58 	 502,27 		 1 348,97 	 929,82 	 70,77 	 764,02 	 2,66 	 0,79 	 698,03 
03.06.1995	 8 239,59 	 1 143,08 	 1,50 	 15,00 			 0,00 	 2 062,34 	 11 500,00 	 18 587,36 	 182,16 	 150,00 	 8 372,77 	 38 442,25 	 1 050,00 	 22 070,00 	 2 875,00 	 2 510,00 	 8 040,27 	 7 183,01 	 1 809,09 		 2,25 		 17 743,90 	 8 255,56 		 0,01 	 150,00 	 45,00 	 2 630,44 	 2 291,61 	 18 227,93 		 1 558,01 	 9 740,81 	 14 921,50 	 1 037,72 	 3 925,58 	 502,27 		 1 348,97 	 929,82 	 70,77 	 764,02 	 2,66 	 0,79 	 698,03 
04.06.1995	 8 239,59 	 1 143,08 	 1,50 	 15,00 			 0,00 	 2 062,34 	 11 500,00 	 18 587,36 	 182,16 	 150,00 	 8 372,77 	 38 442,25 	 1 050,00 	 22 070,00 	 2 875,00 	 2 510,00 	 8 040,27 	 7 183,01 	 1 809,09 		 2,25 		 17 743,90 	 8 255,56 		 0,01 	 150,00 	 45,00 	 2 630,44 	 2 291,61 	 18 227,93 		 1 558,01 	 9 740,81 	 14 921,50 	 1 037,72 	 3 925,58 	 502,27 		 1 348,97 	 929,82 	 70,77 	 764,02 	 2,66 	 0,79 	 698,03 
05.06.1995	 8 239,59 	 1 143,08 	 1,50 	 15,00 			 0,00 	 2 062,34 	 11 500,00 	 18 587,36 	 182,16 	 150,00 	 8 372,77 	 38 442,25 	 1 050,00 	 22 070,00 	 2 875,00 	 2 510,00 	 8 040,27 	 7 183,01 	 1 809,09 		 2,25 		 17 743,90 	 8 255,56 		 0,01 	 150,00 	 45,00 	 2 630,44 	 2 291,61 	 18 227,93 		 1 558,01 	 9 740,81 	 14 921,50 	 1 037,72 	 3 925,58 	 502,27 		 1 348,97 	 929,82 	 70,77 	 764,02 	 2,66 	 0,79 	 698,03 
06.06.1995	 8 239,59 	 1 143,08 	 1,50 	 15,00 			 0,00 	 2 062,34 	 11 500,00 	 18 587,36 	 182,16 	 150,00 	 8 372,77 	 38 442,25 	 1 050,00 	 22 070,00 	 2 875,00 	 2 510,00 	 8 040,27 	 7 183,01 	 1 809,09 		 2,25 		 17 743,90 	 8 255,56 		 0,01 	 150,00 	 45,00 	 2 630,44 	 2 291,61 	 18 227,93 		 1 558,01 	 9 740,81 	 14 921,50 	 1 037,72 	 3 925,58 	 502,27 		 1 348,97 	 929,82 	 70,77 	 764,02 	 2,66 	 0,79 	 698,03 
07.06.1995	 8 273,98 	 1 154,73 	 1,50 	 15,00 			 0,00 	 2 083,52 	 11 500,00 	 18 647,64 	 180,56 	 150,00 	 8 349,06 	 38 461,54 	 1 050,00 	 22 240,00 	 2 875,00 	 2 515,00 	 8 118,60 	 7 261,02 	 1 831,50 		 2,32 		 17 799,10 	 8 254,38 		 0,01 	 150,00 	 45,00 	 2 655,89 	 2 320,98 	 18 285,90 		 1 593,66 	 9 871,24 	 15 058,27 	 1 037,72 	 3 959,10 	 506,56 		 1 352,15 	 943,32 	 70,77 	 773,11 	 2,67 	 0,77 	 708,56 
08.06.1995	 8 273,98 	 1 154,73 	 1,50 	 15,00 			 0,00 	 2 083,52 	 11 500,00 	 18 647,64 	 180,56 	 150,00 	 8 349,06 	 38 461,54 	 1 050,00 	 22 240,00 	 2 875,00 	 2 515,00 	 8 118,60 	 7 261,02 	 1 831,50 		 2,32 		 17 799,10 	 8 254,38 		 0,01 	 150,00 	 45,00 	 2 655,89 	 2 320,98 	 18 285,90 		 1 593,66 	 9 871,24 	 15 058,27 	 1 037,72 	 3 959,10 	 506,56 		 1 352,15 	 943,32 	 70,77 	 773,11 	 2,67 	 0,77 	 708,56 
09.06.1995	 8 284,71 	 1 152,30 	 1,50 	 15,00 			 0,00 	 2 078,81 	 11 500,00 	 18 587,36 	 180,51 	 150,00 	 8 345,43 	 38 339,72 	 1 050,00 	 22 240,00 	 2 875,00 	 2 515,00 	 8 102,59 	 7 246,38 	 1 823,23 		 2,30 		 17 932,32 	 8 264,46 		 0,01 	 150,00 	 45,00 	 2 649,77 	 2 309,24 	 18 245,28 		 1 588,18 	 9 834,10 	 14 995,44 	 1 012,86 	 3 945,52 	 504,21 		 1 352,94 	 935,42 	 70,83 	 770,88 	 2,66 	 0,77 	 696,86 
10.06.1995	 8 284,71 	 1 152,30 	 1,50 	 15,00 			 0,00 	 2 078,81 	 11 500,00 	 18 587,36 	 180,51 	 150,00 	 8 345,43 	 38 339,72 	 1 050,00 	 22 240,00 	 2 875,00 	 2 515,00 	 8 102,59 	 7 246,38 	 1 823,23 		 2,30 		 17 932,32 	 8 264,46 		 0,01 	 150,00 	 45,00 	 2 649,77 	 2 309,24 	 18 245,28 		 1 588,18 	 9 834,10 	 14 995,44 	 1 012,86 	 3 945,52 	 504,21 		 1 352,94 	 935,42 	 70,83 	 770,88 	 2,66 	 0,77 	 696,86 
11.06.1995	 8 284,71 	 1 152,30 	 1,50 	 15,00 			 0,00 	 2 078,81 	 11 500,00 	 18 587,36 	 180,51 	 150,00 	 8 345,43 	 38 339,72 	 1 050,00 	 22 240,00 	 2 875,00 	 2 515,00 	 8 102,59 	 7 246,38 	 1 823,23 		 2,30 		 17 932,32 	 8 264,46 		 0,01 	 150,00 	 45,00 	 2 649,77 	 2 309,24 	 18 245,28 		 1 588,18 	 9 834,10 	 14 995,44 	 1 012,86 	 3 945,52 	 504,21 		 1 352,94 	 935,42 	 70,83 	 770,88 	 2,66 	 0,77 	 696,86 
12.06.1995	 8 284,71 	 1 152,30 	 1,50 	 15,00 			 0,00 	 2 078,81 	 11 500,00 	 18 587,36 	 180,51 	 150,00 	 8 345,43 	 38 339,72 	 1 050,00 	 22 240,00 	 2 875,00 	 2 515,00 	 8 102,59 	 7 246,38 	 1 823,23 		 2,30 		 17 932,32 	 8 264,46 		 0,01 	 150,00 	 45,00 	 2 649,77 	 2 309,24 	 18 245,28 		 1 588,18 	 9 834,10 	 14 995,44 	 1 012,86 	 3 945,52 	 504,21 		 1 352,94 	 935,42 	 70,83 	 770,88 	 2,66 	 0,77 	 696,86 
13.06.1995	 8 284,71 	 1 152,30 	 1,50 	 15,00 			 0,00 	 2 078,81 	 11 500,00 	 18 587,36 	 180,51 	 150,00 	 8 345,43 	 38 339,72 	 1 050,00 	 22 240,00 	 2 875,00 	 2 515,00 	 8 102,59 	 7 246,38 	 1 823,23 		 2,30 		 17 932,32 	 8 264,46 		 0,01 	 150,00 	 45,00 	 2 649,77 	 2 309,24 	 18 245,28 		 1 588,18 	 9 834,10 	 14 995,44 	 1 012,86 	 3 945,52 	 504,21 		 1 352,94 	 935,42 	 70,83 	 770,88 	 2,66 	 0,77 	 696,86 
14.06.1995	 8 261,49 	 1 170,30 	 1,50 	 15,00 			 0,00 	 2 105,26 	 11 500,00 	 18 806,21 	 181,10 	 150,00 	 8 336,96 	 38 513,06 	 1 050,00 	 22 330,00 	 2 875,00 	 2 520,00 	 8 228,98 	 7 356,23 	 1 848,28 		 2,36 		 17 918,91 	 8 258,53 		 220,00 	 55,00 	 45,00 	 2 685,66 	 2 337,49 	 18 376,48 		 1 588,99 	 9 990,44 	 15 171,50 	 1 028,81 	 4 003,90 	 508,44 		 1 373,95 	 945,10 	 70,86 	 781,25 	 2,67 	 0,77 	 690,90 
15.06.1995	 8 261,49 	 1 170,30 	 1,50 	 15,00 			 0,00 	 2 105,26 	 11 500,00 	 18 806,21 	 181,10 	 150,00 	 8 336,96 	 38 513,06 	 1 050,00 	 22 330,00 	 2 875,00 	 2 520,00 	 8 228,98 	 7 356,23 	 1 848,28 		 2,36 		 17 918,91 	 8 258,53 		 220,00 	 55,00 	 45,00 	 2 685,66 	 2 337,49 	 18 376,48 		 1 588,99 	 9 990,44 	 15 171,50 	 1 028,81 	 4 003,90 	 508,44 		 1 373,95 	 945,10 	 70,86 	 781,25 	 2,67 	 0,77 	 690,90 
16.06.1995	 8 297,26 	 1 166,98 	 1,50 	 15,00 			 0,00 	 2 105,92 	 11 500,00 	 18 803,14 	 181,19 	 150,00 	 8 346,64 	 38 480,84 	 1 070,00 	 22 330,00 	 2 875,00 	 2 520,00 	 8 205,49 	 7 332,31 	 1 845,46 		 2,39 		 17 979,14 	 8 241,96 		 220,00 	 55,00 	 45,00 	 2 680,59 	 2 337,87 	 18 473,90 		 1 588,81 	 9 935,21 	 15 181,52 	 1 022,95 	 3 997,91 	 508,04 		 1 362,24 	 947,36 	 70,86 	 780,19 	 2,66 	 0,80 	 700,07 
17.06.1995	 8 297,26 	 1 166,98 	 1,50 	 15,00 			 0,00 	 2 105,92 	 11 500,00 	 18 803,14 	 181,19 	 150,00 	 8 346,64 	 38 480,84 	 1 070,00 	 22 330,00 	 2 875,00 	 2 520,00 	 8 205,49 	 7 332,31 	 1 845,46 		 2,39 		 17 979,14 	 8 241,96 		 220,00 	 55,00 	 45,00 	 2 680,59 	 2 337,87 	 18 473,90 		 1 588,81 	 9 935,21 	 15 181,52 	 1 022,95 	 3 997,91 	 508,04 		 1 362,24 	 947,36 	 70,86 	 780,19 	 2,66 	 0,80 	 700,07 
18.06.1995	 8 297,26 	 1 166,98 	 1,50 	 15,00 			 0,00 	 2 105,92 	 11 500,00 	 18 803,14 	 181,19 	 150,00 	 8 346,64 	 38 480,84 	 1 070,00 	 22 330,00 	 2 875,00 	 2 520,00 	 8 205,49 	 7 332,31 	 1 845,46 		 2,39 		 17 979,14 	 8 241,96 		 220,00 	 55,00 	 45,00 	 2 680,59 	 2 337,87 	 18 473,90 		 1 588,81 	 9 935,21 	 15 181,52 	 1 022,95 	 3 997,91 	 508,04 		 1 362,24 	 947,36 	 70,86 	 780,19 	 2,66 	 0,80 	 700,07 
19.06.1995	 8 297,26 	 1 166,98 	 1,50 	 15,00 			 0,00 	 2 105,92 	 11 500,00 	 18 803,14 	 181,19 	 150,00 	 8 346,64 	 38 480,84 	 1 070,00 	 22 330,00 	 2 875,00 	 2 520,00 	 8 205,49 	 7 332,31 	 1 845,46 		 2,39 		 17 979,14 	 8 241,96 		 220,00 	 55,00 	 45,00 	 2 680,59 	 2 337,87 	 18 473,90 		 1 588,81 	 9 935,21 	 15 181,52 	 1 022,95 	 3 997,91 	 508,04 		 1 362,24 	 947,36 	 70,86 	 780,19 	 2,66 	 0,80 	 700,07 
20.06.1995	 8 297,26 	 1 166,98 	 1,50 	 15,00 			 0,00 	 2 105,92 	 11 500,00 	 18 803,14 	 181,19 	 150,00 	 8 346,64 	 38 480,84 	 1 070,00 	 22 330,00 	 2 875,00 	 2 520,00 	 8 205,49 	 7 332,31 	 1 845,46 		 2,39 		 17 979,14 	 8 241,96 		 220,00 	 55,00 	 45,00 	 2 680,59 	 2 337,87 	 18 473,90 		 1 588,81 	 9 935,21 	 15 181,52 	 1 022,95 	 3 997,91 	 508,04 		 1 362,24 	 947,36 	 70,86 	 780,19 	 2,66 	 0,80 	 700,07 
21.06.1995	 8 330,32 	 1 171,56 	 1,50 	 15,00 			 0,00 	 2 108,54 	 11 500,00 	 18 796,99 	 181,99 	 150,00 	 8 320,07 	 38 461,54 	 1 070,00 	 22 330,00 	 2 875,00 	 2 525,00 	 8 236,05 	 7 360,47 	 1 848,93 		 2,52 		 17 965,94 	 8 239,00 		 220,00 	 55,00 	 45,00 	 2 681,28 	 2 346,94 	 18 394,11 		 1 583,19 	 9 918,07 	 15 201,59 	 1 030,10 	 4 011,16 	 509,21 		 1 359,02 	 947,83 	 70,88 	 777,55 	 2,66 	 0,79 	 699,51 
22.06.1995	 8 330,32 	 1 171,56 	 1,50 	 15,00 			 0,00 	 2 108,54 	 11 500,00 	 18 796,99 	 181,99 	 150,00 	 8 320,07 	 38 461,54 	 1 070,00 	 22 330,00 	 2 875,00 	 2 525,00 	 8 236,05 	 7 360,47 	 1 848,93 		 2,52 		 17 965,94 	 8 239,00 		 220,00 	 55,00 	 45,00 	 2 681,28 	 2 346,94 	 18 394,11 		 1 583,19 	 9 918,07 	 15 201,59 	 1 030,10 	 4 011,16 	 509,21 		 1 359,02 	 947,83 	 70,88 	 777,55 	 2,66 	 0,79 	 699,51 
