Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																																																							
Республики Беларусь, за период с 01.01.1996 по 31.12.1996																																																							
																																																							
Дата	1 австралийский доллар (AUD)	1 австрийский шиллинг (ATS)	1 азербайджанский манат (AZM)	1 армянский драм (AMD)	1 болгарский лев (BGL)	1 венгерский форинт (HUF)	1 грузинский лари (GEL)	1 датская крона (DKK)	1 доллар США (USD)	1 ирландский фунт (IEP)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 немецкая марка (DEM)	1 нидерландский гульден (NLG)	1 норвежская крона (NOK)	1 польский злотый (PLZ)	1 российский рубль (RUR)	1 румынский лей (ROL)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 словацкая крона (SKK)	1 таджикский рубль (TJR)	1 туркменский манат (TMM)	1 узбекский сум (UZS)	1 украинская гривна (UAH)	1 украинский карбованец (UAK)	1 финляндская марка (FIM)	1 французский франк (FRF)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 Экю (XEU)	1 эстонская крона (EEK)	10 бельгийских франков (BEF)	10 греческих драхм (GRD)	10 иен (JPY)	10 испанских песет (ESP)	10 ливанских фунтов (LBP)	10 португальских эскудо (PTE)	10 турецких лир (TRL)	10 украинских карбованцев (UAK)	100 итальянских лир (ITL)	1000 азербайджанских манат (AZM)	1000 армянских драмов (AMD)	1000 ливанских фунтов (LBP)	1000 румынских лей (ROL)	1000 таджикских рублей (TJR)	10000 турецких лир (TRL)
08.08.1996	 10 804,65 	 1 321,92 	 3,10 	 32,00 	 72,43 	 92,19 	 10 804,00 	 2 408,94 	 13 750,00 	 22 256,39 	 207,52 	 204,00 	 10 001,45 	 45 940,53 	 1 106,00 	 25 322,28 	 3 437,50 	 2 986,00 	 9 305,00 	 8 279,64 	 2 160,01 	 5 089,76 	 2,60 	 4,38 	 20 125,88 	 9 724,87 	 456,28 	 46,00 	 3,40 	 360,00 		 0,09 	 3 050,13 	 2 742,43 	 21 427,46 	 517,48 	 2 086,59 	 11 427,86 	 17 502,55 	 1 160,34 	 4 512,64 	 583,54 	 1 274,68 	 1 090,66 	 87,75 	 904,31 	 1,65 		 900,73 						
09.08.1996	 10 868,72 	 1 334,67 	 3,20 	 33,00 	 72,85 	 92,72 	 11 115,00 	 2 429,34 	 13 950,00 	 22 402,44 	 210,12 	 207,00 	 10 170,60 	 46 577,63 	 1 138,00 	 25 676,42 	 3 487,50 	 3 030,00 	 9 392,04 	 8 368,83 	 2 174,59 	 5 119,27 	 2,65 	 4,45 	 20 406,67 	 9 844,74 	 460,90 	 48,00 	 3,40 	 368,00 		 0,09 	 3 118,85 	 2 756,81 	 21 521,14 	 520,83 	 2 100,40 	 11 534,65 	 17 649,29 	 1 174,12 	 4 557,78 	 587,76 	 1 292,09 	 1 106,22 	 89,14 	 913,97 	 1,65 		 918,62 						
10.08.1996	 10 868,72 	 1 334,67 	 3,20 	 33,00 	 72,85 	 92,72 	 11 115,00 	 2 429,34 	 13 950,00 	 22 402,44 	 210,12 	 207,00 	 10 170,60 	 46 577,63 	 1 138,00 	 25 676,42 	 3 487,50 	 3 030,00 	 9 392,04 	 8 368,83 	 2 174,59 	 5 119,27 	 2,65 	 4,45 	 20 406,67 	 9 844,74 	 460,90 	 48,00 	 3,40 	 368,00 		 0,09 	 3 118,85 	 2 756,81 	 21 521,14 	 520,83 	 2 100,40 	 11 534,65 	 17 649,29 	 1 174,12 	 4 557,78 	 587,76 	 1 292,09 	 1 106,22 	 89,14 	 913,97 	 1,65 		 918,62 						
11.08.1996	 10 868,72 	 1 334,67 	 3,20 	 33,00 	 72,85 	 92,72 	 11 115,00 	 2 429,34 	 13 950,00 	 22 402,44 	 210,12 	 207,00 	 10 170,60 	 46 577,63 	 1 138,00 	 25 676,42 	 3 487,50 	 3 030,00 	 9 392,04 	 8 368,83 	 2 174,59 	 5 119,27 	 2,65 	 4,45 	 20 406,67 	 9 844,74 	 460,90 	 48,00 	 3,40 	 368,00 		 0,09 	 3 118,85 	 2 756,81 	 21 521,14 	 520,83 	 2 100,40 	 11 534,65 	 17 649,29 	 1 174,12 	 4 557,78 	 587,76 	 1 292,09 	 1 106,22 	 89,14 	 913,97 	 1,65 		 918,62 						
12.08.1996	 10 868,72 	 1 334,67 	 3,20 	 33,00 	 72,85 	 92,72 	 11 115,00 	 2 429,34 	 13 950,00 	 22 402,44 	 210,12 	 207,00 	 10 170,60 	 46 577,63 	 1 138,00 	 25 676,42 	 3 487,50 	 3 030,00 	 9 392,04 	 8 368,83 	 2 174,59 	 5 119,27 	 2,65 	 4,45 	 20 406,67 	 9 844,74 	 460,90 	 48,00 	 3,40 	 368,00 		 0,09 	 3 118,85 	 2 756,81 	 21 521,14 	 520,83 	 2 100,40 	 11 534,65 	 17 649,29 	 1 174,12 	 4 557,78 	 587,76 	 1 292,09 	 1 106,22 	 89,14 	 913,97 	 1,65 		 918,62 						
13.08.1996	 10 868,72 	 1 334,67 	 3,20 	 33,00 	 72,85 	 92,72 	 11 115,00 	 2 429,34 	 13 950,00 	 22 402,44 	 210,12 	 207,00 	 10 170,60 	 46 577,63 	 1 138,00 	 25 676,42 	 3 487,50 	 3 030,00 	 9 392,04 	 8 368,83 	 2 174,59 	 5 119,27 	 2,65 	 4,45 	 20 406,67 	 9 844,74 	 460,90 	 48,00 	 3,40 	 368,00 		 0,09 	 3 118,85 	 2 756,81 	 21 521,14 	 520,83 	 2 100,40 	 11 534,65 	 17 649,29 	 1 174,12 	 4 557,78 	 587,76 	 1 292,09 	 1 106,22 	 89,14 	 913,97 	 1,65 		 918,62 						
14.08.1996	 10 965,08 	 1 356,36 	 3,20 	 33,00 	 73,74 	 93,87 	 11 235,00 	 2 466,76 	 14 100,00 	 22 706,78 	 213,02 	 209,00 	 10 282,21 	 47 094,19 	 1 151,00 	 25 971,63 	 3 525,00 	 3 062,00 	 9 543,15 	 8 503,71 	 2 204,85 	 5 177,92 	 2,67 	 4,49 	 20 535,97 	 9 976,65 	 467,41 	 48,00 	 3,50 	 361,00 		 0,09 	 3 174,89 	 2 787,39 	 21 860,47 	 528,72 	 2 121,93 	 11 730,45 	 17 919,10 	 1 192,61 	 4 629,48 	 596,52 	 1 310,90 	 1 120,34 	 90,12 	 928,06 	 1,66 		 930,72 						
15.08.1996	 10 965,08 	 1 356,36 	 3,20 	 33,00 	 73,74 	 93,87 	 11 235,00 	 2 466,76 	 14 100,00 	 22 706,78 	 213,02 	 209,00 	 10 282,21 	 47 094,19 	 1 151,00 	 25 971,63 	 3 525,00 	 3 062,00 	 9 543,15 	 8 503,71 	 2 204,85 	 5 177,92 	 2,67 	 4,49 	 20 535,97 	 9 976,65 	 467,41 	 48,00 	 3,50 	 361,00 		 0,09 	 3 174,89 	 2 787,39 	 21 860,47 	 528,72 	 2 121,93 	 11 730,45 	 17 919,10 	 1 192,61 	 4 629,48 	 596,52 	 1 310,90 	 1 120,34 	 90,12 	 928,06 	 1,66 		 930,72 						
16.08.1996	 11 083,81 	 1 356,06 	 3,20 	 33,00 	 73,56 	 93,98 	 11 314,00 	 2 468,06 	 14 200,00 	 22 814,91 	 213,95 	 210,00 	 10 328,78 	 47 428,19 	 1 173,00 	 26 088,55 	 3 550,00 	 3 084,00 	 9 542,37 	 8 503,50 	 2 209,26 	 5 191,01 	 2,67 	 4,52 	 20 720,85 	 10 051,67 	 467,96 	 48,00 	 3,50 	 364,00 		 0,09 	 3 177,44 	 2 793,19 	 22 017,21 	 532,25 	 2 135,40 	 11 737,48 	 17 967,27 	 1 196,49 	 4 630,38 	 596,76 	 1 314,21 	 1 125,73 	 90,79 	 930,11 	 1,66 		 934,52 						
17.08.1996	 11 083,81 	 1 356,06 	 3,20 	 33,00 	 73,56 	 93,98 	 11 314,00 	 2 468,06 	 14 200,00 	 22 814,91 	 213,95 	 210,00 	 10 328,78 	 47 428,19 	 1 173,00 	 26 088,55 	 3 550,00 	 3 084,00 	 9 542,37 	 8 503,50 	 2 209,26 	 5 191,01 	 2,67 	 4,52 	 20 720,85 	 10 051,67 	 467,96 	 48,00 	 3,50 	 364,00 		 0,09 	 3 177,44 	 2 793,19 	 22 017,21 	 532,25 	 2 135,40 	 11 737,48 	 17 967,27 	 1 196,49 	 4 630,38 	 596,76 	 1 314,21 	 1 125,73 	 90,79 	 930,11 	 1,66 		 934,52 						
18.08.1996	 11 083,81 	 1 356,06 	 3,20 	 33,00 	 73,56 	 93,98 	 11 314,00 	 2 468,06 	 14 200,00 	 22 814,91 	 213,95 	 210,00 	 10 328,78 	 47 428,19 	 1 173,00 	 26 088,55 	 3 550,00 	 3 084,00 	 9 542,37 	 8 503,50 	 2 209,26 	 5 191,01 	 2,67 	 4,52 	 20 720,85 	 10 051,67 	 467,96 	 48,00 	 3,50 	 364,00 		 0,09 	 3 177,44 	 2 793,19 	 22 017,21 	 532,25 	 2 135,40 	 11 737,48 	 17 967,27 	 1 196,49 	 4 630,38 	 596,76 	 1 314,21 	 1 125,73 	 90,79 	 930,11 	 1,66 		 934,52 						
19.08.1996	 11 083,81 	 1 356,06 	 3,20 	 33,00 	 73,56 	 93,98 	 11 314,00 	 2 468,06 	 14 200,00 	 22 814,91 	 213,95 	 210,00 	 10 328,78 	 47 428,19 	 1 173,00 	 26 088,55 	 3 550,00 	 3 084,00 	 9 542,37 	 8 503,50 	 2 209,26 	 5 191,01 	 2,67 	 4,52 	 20 720,85 	 10 051,67 	 467,96 	 48,00 	 3,50 	 364,00 		 0,09 	 3 177,44 	 2 793,19 	 22 017,21 	 532,25 	 2 135,40 	 11 737,48 	 17 967,27 	 1 196,49 	 4 630,38 	 596,76 	 1 314,21 	 1 125,73 	 90,79 	 930,11 	 1,66 		 934,52 						
20.08.1996	 11 083,81 	 1 356,06 	 3,20 	 33,00 	 73,56 	 93,98 	 11 314,00 	 2 468,06 	 14 200,00 	 22 814,91 	 213,95 	 210,00 	 10 328,78 	 47 428,19 	 1 173,00 	 26 088,55 	 3 550,00 	 3 084,00 	 9 542,37 	 8 503,50 	 2 209,26 	 5 191,01 	 2,67 	 4,52 	 20 720,85 	 10 051,67 	 467,96 	 48,00 	 3,50 	 364,00 		 0,09 	 3 177,44 	 2 793,19 	 22 017,21 	 532,25 	 2 135,40 	 11 737,48 	 17 967,27 	 1 196,49 	 4 630,38 	 596,76 	 1 314,21 	 1 125,73 	 90,79 	 930,11 	 1,66 		 934,52 						
21.08.1996	 11 274,85 	 1 363,14 	 3,20 	 34,00 	 72,85 	 94,62 	 11 394,00 	 2 483,33 	 14 300,00 	 22 951,61 	 215,13 	 212,00 	 10 406,05 	 47 730,31 	 1 181,00 	 26 272,28 	 3 575,00 	 3 106,00 	 9 592,17 	 8 550,59 	 2 222,91 	 5 216,12 	 2,67 	 4,53 	 20 809,08 	 10 133,22 	 469,41 	 49,00 	 3,50 	 366,00 		 0,09 	 3 191,47 	 2 808,77 	 22 103,51 	 536,77 	 2 164,34 	 11 819,16 	 18 071,62 	 1 200,67 	 4 656,16 	 600,87 	 1 324,44 	 1 135,78 	 91,46 	 935,68 	 1,66 		 942,65 						
22.08.1996	 11 274,85 	 1 363,14 	 3,20 	 34,00 	 72,85 	 94,62 	 11 394,00 	 2 483,33 	 14 300,00 	 22 951,61 	 215,13 	 212,00 	 10 406,05 	 47 730,31 	 1 181,00 	 26 272,28 	 3 575,00 	 3 106,00 	 9 592,17 	 8 550,59 	 2 222,91 	 5 216,12 	 2,67 	 4,53 	 20 809,08 	 10 133,22 	 469,41 	 49,00 	 3,50 	 366,00 		 0,09 	 3 191,47 	 2 808,77 	 22 103,51 	 536,77 	 2 164,34 	 11 819,16 	 18 071,62 	 1 200,67 	 4 656,16 	 600,87 	 1 324,44 	 1 135,78 	 91,46 	 935,68 	 1,66 		 942,65 						
23.08.1996	 11 386,82 	 1 378,72 	 3,30 	 34,00 	 72,78 	 95,27 	 11 474,00 	 2 510,24 	 14 400,00 	 23 173,85 	 216,97 	 213,00 	 10 470,44 	 48 096,19 	 1 178,00 	 26 490,07 	 3 600,00 	 3 125,00 	 9 700,24 	 8 649,69 	 2 239,15 	 5 266,04 	 2,69 	 4,56 	 20 963,75 	 10 212,04 	 473,03 	 49,00 	 3,50 	 369,00 		 0,09 	 3 185,14 	 2 835,48 	 22 310,02 	 545,58 	 2 175,26 	 11 980,03 	 18 244,01 	 1 213,45 	 4 708,96 	 606,60 	 1 329,89 	 1 145,86 	 92,13 	 944,91 	 1,67 		 948,21 						
24.08.1996	 11 386,82 	 1 378,72 	 3,30 	 34,00 	 72,78 	 95,27 	 11 474,00 	 2 510,24 	 14 400,00 	 23 173,85 	 216,97 	 213,00 	 10 470,44 	 48 096,19 	 1 178,00 	 26 490,07 	 3 600,00 	 3 125,00 	 9 700,24 	 8 649,69 	 2 239,15 	 5 266,04 	 2,69 	 4,56 	 20 963,75 	 10 212,04 	 473,03 	 49,00 	 3,50 	 369,00 		 0,09 	 3 185,14 	 2 835,48 	 22 310,02 	 545,58 	 2 175,26 	 11 980,03 	 18 244,01 	 1 213,45 	 4 708,96 	 606,60 	 1 329,89 	 1 145,86 	 92,13 	 944,91 	 1,67 		 948,21 						
25.08.1996	 11 386,82 	 1 378,72 	 3,30 	 34,00 	 72,78 	 95,27 	 11 474,00 	 2 510,24 	 14 400,00 	 23 173,85 	 216,97 	 213,00 	 10 470,44 	 48 096,19 	 1 178,00 	 26 490,07 	 3 600,00 	 3 125,00 	 9 700,24 	 8 649,69 	 2 239,15 	 5 266,04 	 2,69 	 4,56 	 20 963,75 	 10 212,04 	 473,03 	 49,00 	 3,50 	 369,00 		 0,09 	 3 185,14 	 2 835,48 	 22 310,02 	 545,58 	 2 175,26 	 11 980,03 	 18 244,01 	 1 213,45 	 4 708,96 	 606,60 	 1 329,89 	 1 145,86 	 92,13 	 944,91 	 1,67 		 948,21 						
26.08.1996	 11 386,82 	 1 378,72 	 3,30 	 34,00 	 72,78 	 95,27 	 11 474,00 	 2 510,24 	 14 400,00 	 23 173,85 	 216,97 	 213,00 	 10 470,44 	 48 096,19 	 1 178,00 	 26 490,07 	 3 600,00 	 3 125,00 	 9 700,24 	 8 649,69 	 2 239,15 	 5 266,04 	 2,69 	 4,56 	 20 963,75 	 10 212,04 	 473,03 	 49,00 	 3,50 	 369,00 		 0,09 	 3 185,14 	 2 835,48 	 22 310,02 	 545,58 	 2 175,26 	 11 980,03 	 18 244,01 	 1 213,45 	 4 708,96 	 606,60 	 1 329,89 	 1 145,86 	 92,13 	 944,91 	 1,67 		 948,21 						
27.08.1996	 11 386,82 	 1 378,72 	 3,30 	 34,00 	 72,78 	 95,27 	 11 474,00 	 2 510,24 	 14 400,00 	 23 173,85 	 216,97 	 213,00 	 10 470,44 	 48 096,19 	 1 178,00 	 26 490,07 	 3 600,00 	 3 125,00 	 9 700,24 	 8 649,69 	 2 239,15 	 5 266,04 	 2,69 	 4,56 	 20 963,75 	 10 212,04 	 473,03 	 49,00 	 3,50 	 369,00 		 0,09 	 3 185,14 	 2 835,48 	 22 310,02 	 545,58 	 2 175,26 	 11 980,03 	 18 244,01 	 1 213,45 	 4 708,96 	 606,60 	 1 329,89 	 1 145,86 	 92,13 	 944,91 	 1,67 		 948,21 						
28.08.1996	 11 435,42 	 1 396,31 	 3,30 	 34,00 	 71,96 	 96,19 	 11 474,00 	 2 543,32 	 14 500,00 	 23 507,40 	 219,36 	 216,00 	 10 575,45 	 48 462,57 	 1 186,00 	 26 728,11 	 3 624,55 	 3 132,00 	 9 825,18 	 8 765,04 	 2 266,65 	 5 312,33 	 2,70 	 4,59 	 21 093,98 	 10 295,37 	 474,45 	 49,00 	 3,61 	 371,00 		 0,09 	 3 240,01 	 2 872,65 	 22 622,92 	 554,56 	 2 201,04 	 12 176,69 	 18 483,86 	 1 228,81 	 4 771,31 	 614,86 	 1 346,08 	 1 161,30 	 92,77 	 957,79 	 1,68 		 959,92 						
29.08.1996	 11 435,42 	 1 396,31 	 3,30 	 34,00 	 71,96 	 96,19 	 11 474,00 	 2 543,32 	 14 500,00 	 23 507,40 	 219,36 	 216,00 	 10 575,45 	 48 462,57 	 1 186,00 	 26 728,11 	 3 624,55 	 3 132,00 	 9 825,18 	 8 765,04 	 2 266,65 	 5 312,33 	 2,70 	 4,59 	 21 093,98 	 10 295,37 	 474,45 	 49,00 	 3,61 	 371,00 		 0,09 	 3 240,01 	 2 872,65 	 22 622,92 	 554,56 	 2 201,04 	 12 176,69 	 18 483,86 	 1 228,81 	 4 771,31 	 614,86 	 1 346,08 	 1 161,30 	 92,77 	 957,79 	 1,68 		 959,92 						
30.08.1996	 11 489,07 	 1 395,64 	 3,30 	 34,00 	 69,46 	 95,86 	 11 553,00 	 2 539,40 	 14 500,00 	 23 505,95 	 219,03 	 215,00 	 10 605,62 	 48 446,37 	 1 193,00 	 26 693,67 	 3 625,00 	 3 132,00 	 9 820,52 	 8 758,68 	 2 263,29 	 5 299,13 	 2,70 	 4,58 	 21 174,99 	 10 305,61 	 472,47 	 49,00 	 3,61 	 367,00 		 0,09 	 3 234,01 	 2 865,44 	 22 609,12 	 556,92 	 2 188,71 	 12 149,14 	 18 473,71 	 1 227,27 	 4 766,60 	 613,37 	 1 339,18 	 1 160,32 	 92,83 	 957,41 	 1,68 		 958,27 						
31.08.1996	 11 489,07 	 1 395,64 	 3,30 	 34,00 	 69,46 	 95,86 	 11 553,00 	 2 539,40 	 14 500,00 	 23 505,95 	 219,03 	 215,00 	 10 605,62 	 48 446,37 	 1 193,00 	 26 693,67 	 3 625,00 	 3 132,00 	 9 820,52 	 8 758,68 	 2 263,29 	 5 299,13 	 2,70 	 4,58 	 21 174,99 	 10 305,61 	 472,47 	 49,00 	 3,61 	 367,00 		 0,09 	 3 234,01 	 2 865,44 	 22 609,12 	 556,92 	 2 188,71 	 12 149,14 	 18 473,71 	 1 227,27 	 4 766,60 	 613,37 	 1 339,18 	 1 160,32 	 92,83 	 957,41 	 1,68 		 958,27 						
01.09.1996	 11 489,07 	 1 395,64 	 3,30 	 34,00 	 69,46 	 95,86 	 11 553,00 	 2 539,40 	 14 500,00 	 23 505,95 	 219,03 	 215,00 	 10 605,62 	 48 446,37 	 1 193,00 	 26 693,67 	 3 625,00 	 3 132,00 	 9 820,52 	 8 758,68 	 2 263,29 	 5 299,13 	 2,70 	 4,58 	 21 174,99 	 10 305,61 	 472,47 	 49,00 	 3,61 	 367,00 		 0,09 	 3 234,01 	 2 865,44 	 22 609,12 	 556,92 	 2 188,71 	 12 149,14 	 18 473,71 	 1 227,27 	 4 766,60 	 613,37 	 1 339,18 	 1 160,32 	 92,83 	 957,41 	 1,68 		 958,27 						
02.09.1996	 11 489,07 	 1 395,64 	 3,30 	 34,00 	 69,46 	 95,86 	 11 553,00 	 2 539,40 	 14 500,00 	 23 505,95 	 219,03 	 215,00 	 10 605,62 	 48 446,37 	 1 193,00 	 26 693,67 	 3 625,00 	 3 132,00 	 9 820,52 	 8 758,68 	 2 263,29 	 5 299,13 	 2,70 	 4,58 	 21 174,99 	 10 305,61 	 472,47 	 49,00 	 3,61 	 367,00 		 0,09 	 3 234,01 	 2 865,44 	 22 609,12 	 556,92 	 2 188,71 	 12 149,14 	 18 473,71 	 1 227,27 	 4 766,60 	 613,37 	 1 339,18 	 1 160,32 	 92,83 	 957,41 	 1,68 		 958,27 						
03.09.1996	 11 489,07 	 1 395,64 	 3,30 	 34,00 	 69,46 	 95,86 	 11 553,00 	 2 539,40 	 14 500,00 	 23 505,95 	 219,03 	 215,00 	 10 605,62 	 48 446,37 	 1 193,00 	 26 693,67 	 3 625,00 	 3 132,00 	 9 820,52 	 8 758,68 	 2 263,29 	 5 299,13 	 2,70 	 4,58 	 21 174,99 	 10 305,61 	 472,47 	 49,00 	 3,61 	 367,00 		 0,09 	 3 234,01 	 2 865,44 	 22 609,12 	 556,92 	 2 188,71 	 12 149,14 	 18 473,71 	 1 227,27 	 4 766,60 	 613,37 	 1 339,18 	 1 160,32 	 92,83 	 957,41 	 1,68 		 958,27 						
04.09.1996	 11 501,78 	 1 391,08 	 3,30 	 34,00 	 65,54 	 96,00 	 11 553,00 	 2 532,86 	 14 550,00 	 23 522,37 	 219,59 	 215,00 	 10 622,76 	 48 580,97 	 1 197,00 	 26 692,35 	 3 637,50 	 3 141,00 	 9 786,12 	 8 730,87 	 2 259,81 	 5 290,72 	 2,71 	 4,60 	 21 231,27 	 10 331,61 	 475,38 	 49,00 	 3,61 	 368,00 		 9 750,00 	 3 229,24 	 2 860,96 	 22 702,38 	 554,92 	 2 192,72 	 12 029,76 	 18 467,58 	 1 222,45 	 4 753,04 	 613,28 	 1 332,17 	 1 158,99 	 93,18 	 956,10 	 1,67 		 960,71 						
05.09.1996	 11 501,78 	 1 391,08 	 3,30 	 34,00 	 65,54 	 96,00 	 11 553,00 	 2 532,86 	 14 550,00 	 23 522,37 	 219,59 	 215,00 	 10 622,76 	 48 580,97 	 1 197,00 	 26 692,35 	 3 637,50 	 3 141,00 	 9 786,12 	 8 730,87 	 2 259,81 	 5 290,72 	 2,71 	 4,60 	 21 231,27 	 10 331,61 	 475,38 	 49,00 	 3,61 	 368,00 		 9 750,00 	 3 229,24 	 2 860,96 	 22 702,38 	 554,92 	 2 192,72 	 12 029,76 	 18 467,58 	 1 222,45 	 4 753,04 	 613,28 	 1 332,17 	 1 158,99 	 93,18 	 956,10 	 1,67 		 960,71 						
06.09.1996	 11 519,96 	 1 395,75 	 3,30 	 34,00 	 62,31 	 96,02 	 11 553,00 	 2 545,04 	 14 550,00 	 23 699,04 	 219,49 	 215,00 	 10 628,97 	 48 613,43 	 1 189,00 	 26 770,93 	 3 637,50 	 3 141,00 	 9 821,79 	 8 760,31 	 2 274,79 	 5 293,99 	 2,71 	 4,58 	 21 209,91 	 10 338,95 	 477,49 	 49,00 	 3,61 	 368,00 		 9 900,00 	 3 237,65 	 2 864,17 	 22 856,59 	 549,24 	 2 191,56 	 12 054,68 	 18 522,88 	 1 227,77 	 4 767,37 	 614,70 	 1 334,62 	 1 161,68 	 93,21 	 958,81 	 1,67 		 963,10 						
07.09.1996	 11 519,96 	 1 395,75 	 3,30 	 34,00 	 62,31 	 96,02 	 11 553,00 	 2 545,04 	 14 550,00 	 23 699,04 	 219,49 	 215,00 	 10 628,97 	 48 613,43 	 1 189,00 	 26 770,93 	 3 637,50 	 3 141,00 	 9 821,79 	 8 760,31 	 2 274,79 	 5 293,99 	 2,71 	 4,58 	 21 209,91 	 10 338,95 	 477,49 	 49,00 	 3,61 	 368,00 		 9 900,00 	 3 237,65 	 2 864,17 	 22 856,59 	 549,24 	 2 191,56 	 12 054,68 	 18 522,88 	 1 227,77 	 4 767,37 	 614,70 	 1 334,62 	 1 161,68 	 93,21 	 958,81 	 1,67 		 963,10 						
08.09.1996	 11 519,96 	 1 395,75 	 3,30 	 34,00 	 62,31 	 96,02 	 11 553,00 	 2 545,04 	 14 550,00 	 23 699,04 	 219,49 	 215,00 	 10 628,97 	 48 613,43 	 1 189,00 	 26 770,93 	 3 637,50 	 3 141,00 	 9 821,79 	 8 760,31 	 2 274,79 	 5 293,99 	 2,71 	 4,58 	 21 209,91 	 10 338,95 	 477,49 	 49,00 	 3,61 	 368,00 		 9 900,00 	 3 237,65 	 2 864,17 	 22 856,59 	 549,24 	 2 191,56 	 12 054,68 	 18 522,88 	 1 227,77 	 4 767,37 	 614,70 	 1 334,62 	 1 161,68 	 93,21 	 958,81 	 1,67 		 963,10 						
09.09.1996	 11 519,96 	 1 395,75 	 3,30 	 34,00 	 62,31 	 96,02 	 11 553,00 	 2 545,04 	 14 550,00 	 23 699,04 	 219,49 	 215,00 	 10 628,97 	 48 613,43 	 1 189,00 	 26 770,93 	 3 637,50 	 3 141,00 	 9 821,79 	 8 760,31 	 2 274,79 	 5 293,99 	 2,71 	 4,58 	 21 209,91 	 10 338,95 	 477,49 	 49,00 	 3,61 	 368,00 		 9 900,00 	 3 237,65 	 2 864,17 	 22 856,59 	 549,24 	 2 191,56 	 12 054,68 	 18 522,88 	 1 227,77 	 4 767,37 	 614,70 	 1 334,62 	 1 161,68 	 93,21 	 958,81 	 1,67 		 963,10 						
10.09.1996	 11 519,96 	 1 395,75 	 3,30 	 34,00 	 62,31 	 96,02 	 11 553,00 	 2 545,04 	 14 550,00 	 23 699,04 	 219,49 	 215,00 	 10 628,97 	 48 613,43 	 1 189,00 	 26 770,93 	 3 637,50 	 3 141,00 	 9 821,79 	 8 760,31 	 2 274,79 	 5 293,99 	 2,71 	 4,58 	 21 209,91 	 10 338,95 	 477,49 	 49,00 	 3,61 	 368,00 		 9 900,00 	 3 237,65 	 2 864,17 	 22 856,59 	 549,24 	 2 191,56 	 12 054,68 	 18 522,88 	 1 227,77 	 4 767,37 	 614,70 	 1 334,62 	 1 161,68 	 93,21 	 958,81 	 1,67 		 963,10 						
11.09.1996	 11 643,64 	 1 375,50 	 3,30 	 34,00 	 64,37 	 95,13 	 11 553,00 	 2 510,14 	 14 550,00 	 23 440,07 	 218,96 	 214,00 	 10 616,56 	 48 532,35 	 1 178,00 	 26 628,84 	 3 637,50 	 3 141,00 	 9 678,71 	 8 611,51 	 2 255,64 	 5 244,19 	 2,71 	 4,58 	 21 166,72 	 10 344,83 	 475,10 	 49,00 	 3,60 	 368,00 		 10 200,00 	 3 196,75 	 2 837,42 	 22 605,59 	 551,62 	 2 171,84 	 11 858,19 	 18 309,00 	 1 211,46 	 4 699,61 	 607,34 	 1 330,29 	 1 148,65 	 93,24 	 946,19 	 1,65 		 960,59 						
12.09.1996	 11 643,64 	 1 375,50 	 3,30 	 34,00 	 64,37 	 95,13 	 11 553,00 	 2 510,14 	 14 550,00 	 23 440,07 	 218,96 	 214,00 	 10 616,56 	 48 532,35 	 1 178,00 	 26 628,84 	 3 637,50 	 3 141,00 	 9 678,71 	 8 611,51 	 2 255,64 	 5 244,19 	 2,71 	 4,58 	 21 166,72 	 10 344,83 	 475,10 	 49,00 	 3,60 	 368,00 		 10 200,00 	 3 196,75 	 2 837,42 	 22 605,59 	 551,62 	 2 171,84 	 11 858,19 	 18 309,00 	 1 211,46 	 4 699,61 	 607,34 	 1 330,29 	 1 148,65 	 93,24 	 946,19 	 1,65 		 960,59 						
13.09.1996	 11 610,18 	 1 370,77 	 3,30 	 35,00 	 63,69 	 94,75 	 11 593,00 	 2 502,02 	 14 550,00 	 23 432,78 	 216,97 	 214,00 	 10 601,87 	 48 483,84 	 1 178,00 	 26 555,94 	 3 638,41 	 3 141,00 	 9 645,34 	 8 604,38 	 2 248,15 	 5 235,13 	 2,71 	 4,55 	 21 203,73 	 10 319,15 	 474,23 	 49,00 	 3,60 	 367,00 		 10 650,00 	 3 192,89 	 2 824,91 	 22 639,08 	 548,37 	 2 178,57 	 11 807,19 	 18 258,07 	 1 205,47 	 4 682,52 	 605,59 	 1 322,67 	 1 141,40 	 93,27 	 941,60 	 1,64 		 954,39 						
